region,caseNumber,caseNumberFull,consulate,status,submitDate,statusDate,Issued,AP,Ready,Refused,InTransit,Transfer,NVC
EU,310,2022EU310,TBL,Ready,28-Oct-2020,11-Jan-2022,0,0,3,0,0,0,0
EU,313,2022EU313,LND,Issued,18-Oct-2020,05-Nov-2021,3,0,0,0,0,0,0
EU,320,2022EU320,ATA,Ready,08-Nov-2020,28-Dec-2021,0,0,1,0,0,0,0
EU,325,2022EU325,CHS,Issued,30-Oct-2020,29-Dec-2021,1,0,0,0,0,0,0
EU,327,2022EU327,TIA,Administrative Processing,22-Oct-2020,13-Jan-2022,0,1,0,0,0,0,0
EU,329,2022EU329,KEV,Issued,02-Nov-2020,08-Nov-2021,4,0,0,0,0,0,0
EU,336,2022EU336,THT,Ready,09-Nov-2020,10-Jan-2022,0,0,3,0,0,0,0
EU,339,2022EU339,PRG,Ready,04-Nov-2020,11-Jan-2022,0,0,1,0,0,0,0
EU,350,2022EU350,THT,Ready,05-Nov-2020,29-Dec-2021,0,0,5,0,0,0,0
EU,355,2022EU355,TBL,Ready,08-Nov-2020,11-Jan-2022,0,0,3,0,0,0,0
EU,356,2022EU356,WRW,Ready,09-Nov-2020,13-Jan-2022,0,0,2,0,0,0,0
EU,358,2022EU358,TBL,Ready,28-Oct-2020,11-Jan-2022,0,0,1,0,0,0,0
EU,359,2022EU359,TIA,Ready,09-Nov-2020,06-Jan-2022,0,0,3,0,0,0,0
EU,362,2022EU362,TBL,Ready,01-Nov-2020,11-Jan-2022,0,0,2,0,0,0,0
EU,364,2022EU364,KEV,Ready,30-Oct-2020,04-Jan-2022,0,0,2,0,0,0,0
EU,366,2022EU366,THT,Ready,05-Nov-2020,29-Dec-2021,0,0,5,0,0,0,0
EU,367,2022EU367,PRI,Issued,16-Oct-2020,12-Jan-2022,1,0,0,0,0,0,0
EU,369,2022EU369,JAK,Issued,01-Nov-2020,07-Jan-2022,1,0,0,0,0,0,0
EU,370,2022EU370,TBL,Ready,08-Nov-2020,11-Jan-2022,0,0,3,0,0,0,0
EU,371,2022EU371,TIA,Administrative Processing,30-Oct-2020,12-Jan-2022,0,1,0,0,0,0,0
EU,376,2022EU376,VNN,Ready,29-Oct-2020,29-Dec-2021,0,0,4,0,0,0,0
EU,378,2022EU378,BKK,Ready,16-Oct-2020,27-Dec-2021,0,0,4,0,0,0,0
EU,382,2022EU382,NPL,Ready,11-Oct-2020,13-Dec-2021,0,0,2,0,0,0,0
EU,388,2022EU388,KEV,Ready,04-Nov-2020,04-Jan-2022,0,0,1,0,0,0,0
EU,392,2022EU392,THT,Ready,08-Nov-2020,29-Dec-2021,0,0,1,0,0,0,0
EU,393,2022EU393,TIA,Ready,08-Oct-2020,06-Jan-2022,0,0,3,0,0,0,0
EU,394,2022EU394,BKK,Issued,02-Nov-2020,13-Jan-2022,1,0,0,0,0,0,0
EU,399,2022EU399,NPL,Ready,06-Nov-2020,13-Dec-2021,0,0,1,0,0,0,0
EU,400,2022EU400,ATA,Issued,02-Nov-2020,02-Nov-2021,1,0,0,0,0,0,0
EU,405,2022EU405,THT,Ready,10-Nov-2020,29-Dec-2021,0,0,1,0,0,0,0
EU,406,2022EU406,THT,Ready,10-Nov-2020,29-Dec-2021,0,0,4,0,0,0,0
EU,410,2022EU410,ANK,Issued,09-Nov-2020,04-Nov-2021,1,0,0,0,0,0,0
EU,412,2022EU412,BKK,Ready,04-Nov-2020,04-Jan-2022,0,0,1,0,0,0,0
EU,413,2022EU413,WRW,Issued,10-Nov-2020,02-Dec-2021,1,0,0,0,0,0,0
EU,414,2022EU414,TBL,Ready,07-Oct-2020,11-Jan-2022,0,0,1,0,0,0,0
EU,417,2022EU417,TBL,Ready,14-Oct-2020,11-Jan-2022,0,0,1,0,0,0,0
EU,418,2022EU418,WRW,Refused,25-Oct-2020,07-Jan-2022,0,0,2,1,0,0,0
EU,423,2022EU423,PRS,Ready,21-Oct-2020,12-Jan-2022,0,0,2,0,0,0,0
EU,425,2022EU425,TIA,Ready,28-Oct-2020,06-Jan-2022,0,0,3,0,0,0,0
EU,427,2022EU427,NPL,Issued,12-Oct-2020,15-Dec-2021,1,0,0,0,0,0,0
EU,429,2022EU429,WRW,Ready,19-Oct-2020,29-Dec-2021,0,0,5,0,0,0,0
EU,430,2022EU430,BKK,Issued,22-Oct-2020,13-Jan-2022,1,0,0,0,0,0,0
EU,432,2022EU432,NPL,Issued,20-Oct-2020,16-Dec-2021,2,0,0,0,0,0,0
EU,433,2022EU433,KEV,Ready,08-Nov-2020,04-Jan-2022,0,0,1,0,0,0,0
EU,434,2022EU434,GUZ,Ready,27-Oct-2020,29-Dec-2021,0,0,1,0,0,0,0
EU,436,2022EU436,BKK,Ready,18-Oct-2020,03-Jan-2022,0,0,3,0,0,0,0
EU,442,2022EU442,WRW,Issued,23-Oct-2020,09-Dec-2021,1,0,0,0,0,0,0
EU,448,2022EU448,THT,Ready,10-Nov-2020,29-Dec-2021,0,0,2,0,0,0,0
EU,453,2022EU453,,In Transit,,,0,0,0,0,1,0,0
EU,455,2022EU455,ATA,Ready,01-Nov-2020,10-Dec-2021,0,0,5,0,0,0,0
EU,457,2022EU457,WRW,Ready,26-Oct-2020,30-Dec-2021,0,0,3,0,0,0,0
EU,458,2022EU458,TIA,Administrative Processing,05-Nov-2020,13-Jan-2022,0,1,0,0,0,0,0
EU,459,2022EU459,WRW,Refused,02-Nov-2020,05-Jan-2022,0,0,2,1,0,0,0
EU,465,2022EU465,BKK,Ready,10-Nov-2020,05-Jan-2022,0,0,2,0,0,0,0
EU,466,2022EU466,TBL,Ready,30-Oct-2020,11-Jan-2022,0,0,1,0,0,0,0
EU,473,2022EU473,TBL,Ready,03-Nov-2020,11-Jan-2022,0,0,2,0,0,0,0
EU,474,2022EU474,KEV,Issued,01-Nov-2020,22-Dec-2021,2,0,0,0,0,0,0
EU,484,2022EU484,ATA,Ready,09-Nov-2020,10-Dec-2021,0,0,1,0,0,0,0
EU,485,2022EU485,THT,Ready,09-Nov-2020,29-Dec-2021,0,0,5,0,0,0,0
EU,488,2022EU488,WRW,Administrative Processing,17-Oct-2020,13-Jan-2022,0,2,0,0,0,0,0
EU,491,2022EU491,BKK,Ready,17-Oct-2020,13-Dec-2021,0,0,2,0,0,0,0
EU,495,2022EU495,ATA,Ready,08-Oct-2020,10-Dec-2021,0,0,4,0,0,0,0
EU,496,2022EU496,BKK,Ready,08-Nov-2020,05-Jan-2022,0,0,1,0,0,0,0
EU,500,2022EU500,ANK,Issued,30-Oct-2020,23-Dec-2021,1,0,0,0,0,0,0
EU,501,2022EU501,TBL,Ready,08-Oct-2020,11-Jan-2022,0,0,1,0,0,0,0
EU,507,2022EU507,BCH,Ready,04-Nov-2020,06-Jan-2022,0,0,1,0,0,0,0
EU,512,2022EU512,KEV,Issued,18-Oct-2020,10-Jan-2022,2,0,0,0,0,0,0
EU,516,2022EU516,WRW,Ready,08-Oct-2020,05-Jan-2022,0,0,4,0,0,0,0
EU,518,2022EU518,TBL,Ready,01-Nov-2020,11-Jan-2022,0,0,4,0,0,0,0
EU,519,2022EU519,KEV,Ready,09-Nov-2020,04-Jan-2022,0,0,2,0,0,0,0
EU,522,2022EU522,TBL,Ready,08-Nov-2020,11-Jan-2022,0,0,3,0,0,0,0
EU,524,2022EU524,PRG,Issued,05-Nov-2020,13-Jan-2022,2,0,0,0,0,0,0
EU,525,2022EU525,THT,Ready,23-Oct-2020,29-Dec-2021,0,0,4,0,0,0,0
EU,527,2022EU527,TBL,Ready,25-Oct-2020,11-Jan-2022,0,0,3,0,0,0,0
EU,532,2022EU532,WRW,Ready,03-Nov-2020,13-Jan-2022,0,0,3,0,0,0,0
EU,533,2022EU533,TBL,Ready,01-Nov-2020,11-Jan-2022,0,0,1,0,0,0,0
EU,536,2022EU536,KEV,Issued,06-Nov-2020,12-Jan-2022,3,0,0,0,0,0,0
EU,539,2022EU539,PRS,Ready,01-Nov-2020,06-Jan-2022,0,0,1,0,0,0,0
EU,554,2022EU554,BKK,Ready,05-Nov-2020,27-Dec-2021,0,0,5,0,0,0,0
EU,562,2022EU562,TBL,Ready,05-Nov-2020,11-Jan-2022,0,0,3,0,0,0,0
EU,564,2022EU564,TBL,Ready,09-Nov-2020,11-Jan-2022,0,0,3,0,0,0,0
EU,568,2022EU568,THT,Ready,16-Oct-2020,29-Dec-2021,0,0,2,0,0,0,0
EU,570,2022EU570,TIA,Administrative Processing,04-Nov-2020,12-Jan-2022,0,1,0,0,0,0,0
EU,574,2022EU574,ATA,Ready,26-Oct-2020,23-Nov-2021,0,0,5,0,0,0,0
EU,580,2022EU580,CHS,Refused,31-Oct-2020,11-Jan-2022,0,0,0,2,0,0,0
EU,583,2022EU583,WRW,Ready,09-Nov-2020,13-Jan-2022,0,0,2,0,0,0,0
EU,587,2022EU587,BKK,Ready,09-Nov-2020,22-Dec-2021,0,0,1,0,0,0,0
EU,592,2022EU592,BKK,Ready,30-Oct-2020,04-Jan-2022,0,0,1,0,0,0,0
EU,603,2022EU603,PRS,Ready,01-Nov-2020,12-Jan-2022,0,0,1,0,0,0,0
EU,606,2022EU606,SKO,Issued,10-Oct-2020,14-Dec-2021,1,0,0,0,0,0,0
EU,613,2022EU613,WRW,Issued,01-Nov-2020,13-Jan-2022,5,0,0,0,0,0,0
EU,614,2022EU614,WRW,Ready,14-Oct-2020,13-Jan-2022,0,0,6,0,0,0,0
EU,617,2022EU617,WRW,Ready,31-Oct-2020,13-Jan-2022,0,0,2,0,0,0,0
EU,618,2022EU618,TBL,Ready,10-Oct-2020,11-Jan-2022,0,0,4,0,0,0,0
EU,620,2022EU620,AKD,Ready,18-Oct-2020,23-Dec-2021,0,0,4,0,0,0,0
EU,629,2022EU629,ANK,Ready,26-Oct-2020,12-Jan-2022,0,0,4,0,0,0,0
EU,636,2022EU636,TBL,Ready,08-Nov-2020,11-Jan-2022,0,0,1,0,0,0,0
EU,638,2022EU638,BNK,Ready,09-Nov-2020,10-Jan-2022,0,0,1,0,0,0,0
EU,639,2022EU639,PRI,Ready,09-Nov-2020,05-Jan-2022,0,0,5,0,0,0,0
EU,642,2022EU642,WRW,Ready,10-Nov-2020,13-Jan-2022,0,0,2,0,0,0,0
EU,645,2022EU645,TBL,Ready,06-Nov-2020,11-Jan-2022,0,0,4,0,0,0,0
EU,647,2022EU647,ATA,Ready,25-Oct-2020,28-Dec-2021,0,0,1,0,0,0,0
EU,663,2022EU663,BKK,Ready,29-Oct-2020,27-Dec-2021,0,0,5,0,0,0,0
EU,667,2022EU667,CHS,Ready,21-Oct-2020,12-Jan-2022,0,0,4,0,0,0,0
EU,668,2022EU668,VIL,Ready,27-Oct-2020,29-Dec-2021,0,0,4,0,0,0,0
EU,672,2022EU672,WRW,Issued,06-Nov-2020,10-Jan-2022,3,0,0,0,0,0,0
EU,678,2022EU678,TBL,Ready,24-Oct-2020,11-Jan-2022,0,0,1,0,0,0,0
EU,679,2022EU679,THT,Ready,01-Nov-2020,29-Dec-2021,0,0,3,0,0,0,0
EU,683,2022EU683,TIA,Issued,16-Oct-2020,29-Dec-2021,1,0,0,0,0,0,0
EU,684,2022EU684,TIA,Ready,10-Nov-2020,10-Jan-2022,0,0,1,0,0,0,0
EU,693,2022EU693,ATA,Ready,28-Oct-2020,10-Dec-2021,0,0,2,0,0,0,0
EU,706,2022EU706,WRW,Issued,09-Oct-2020,10-Dec-2021,4,0,0,0,0,0,0
EU,707,2022EU707,THT,Ready,27-Oct-2020,29-Dec-2021,0,0,1,0,0,0,0
EU,712,2022EU712,TIA,Administrative Processing,28-Oct-2020,12-Jan-2022,0,1,0,0,0,0,0
EU,714,2022EU714,BCH,Ready,07-Oct-2020,27-Dec-2021,0,0,2,0,0,0,0
EU,720,2022EU720,AKD,Ready,24-Oct-2020,11-Jan-2022,0,0,3,0,0,0,0
EU,728,2022EU728,TBL,Ready,07-Nov-2020,11-Jan-2022,0,0,4,0,0,0,0
EU,733,2022EU733,TIA,Ready,15-Oct-2020,06-Jan-2022,0,0,1,0,0,0,0
EU,737,2022EU737,WRW,Ready,25-Oct-2020,07-Jan-2022,0,0,4,0,0,0,0
EU,742,2022EU742,TBL,Ready,09-Nov-2020,11-Jan-2022,0,0,1,0,0,0,0
EU,759,2022EU759,BDP,Ready,05-Nov-2020,11-Jan-2022,0,0,1,0,0,0,0
EU,767,2022EU767,AKD,Ready,05-Nov-2020,11-Jan-2022,0,0,1,0,0,0,0
EU,768,2022EU768,TBL,Ready,09-Nov-2020,11-Jan-2022,0,0,1,0,0,0,0
EU,770,2022EU770,TBL,Ready,10-Nov-2020,11-Jan-2022,0,0,1,0,0,0,0
EU,773,2022EU773,WRW,Issued,07-Nov-2020,07-Jan-2022,1,0,0,0,0,0,0
EU,797,2022EU797,ATA,Ready,21-Oct-2020,10-Dec-2021,0,0,4,0,0,0,0
EU,799,2022EU799,BKK,Ready,31-Oct-2020,27-Dec-2021,0,0,6,0,0,0,0
EU,801,2022EU801,BKK,Ready,08-Nov-2020,27-Dec-2021,0,0,3,0,0,0,0
EU,802,2022EU802,TBL,Ready,10-Nov-2020,11-Jan-2022,0,0,2,0,0,0,0
EU,805,2022EU805,TBL,Ready,04-Nov-2020,11-Jan-2022,0,0,5,0,0,0,0
EU,807,2022EU807,ATA,Ready,19-Oct-2020,10-Dec-2021,0,0,5,0,0,0,0
EU,821,2022EU821,AKD,Ready,20-Oct-2020,23-Dec-2021,0,0,4,0,0,0,0
EU,826,2022EU826,WRW,Ready,25-Oct-2020,11-Jan-2022,0,0,1,0,0,0,0
EU,835,2022EU835,TIA,Ready,09-Nov-2020,07-Jan-2022,0,0,1,0,0,0,0
EU,839,2022EU839,TIA,Ready,09-Nov-2020,07-Jan-2022,0,0,1,0,0,0,0
EU,840,2022EU840,WRW,Ready,21-Oct-2020,11-Jan-2022,0,0,1,0,0,0,0
EU,851,2022EU851,TBL,Ready,03-Nov-2020,11-Jan-2022,0,0,4,0,0,0,0
EU,852,2022EU852,WRW,Ready,03-Nov-2020,13-Jan-2022,0,0,3,0,0,0,0
EU,855,2022EU855,BKK,Ready,29-Oct-2020,27-Dec-2021,0,0,4,0,0,0,0
EU,858,2022EU858,TBL,Ready,08-Nov-2020,11-Jan-2022,0,0,1,0,0,0,0
EU,868,2022EU868,SEO,Issued,01-Nov-2020,06-Jan-2022,1,0,0,0,0,0,0
EU,869,2022EU869,ATA,Ready,26-Oct-2020,10-Dec-2021,0,0,5,0,0,0,0
EU,882,2022EU882,,In Transit,,,0,0,0,0,1,0,0
EU,884,2022EU884,BKK,Ready,09-Nov-2020,27-Dec-2021,0,0,4,0,0,0,0
EU,889,2022EU889,TIA,Issued,01-Nov-2020,13-Dec-2021,1,0,0,0,0,0,0
EU,895,2022EU895,ANK,Issued,05-Nov-2020,16-Dec-2021,1,0,0,0,0,0,0
EU,897,2022EU897,WRW,Refused,29-Oct-2020,10-Jan-2022,0,0,0,1,0,0,0
EU,899,2022EU899,WRW,Refused,05-Nov-2020,03-Jan-2022,0,0,0,2,0,0,0
EU,910,2022EU910,TBL,Ready,30-Oct-2020,11-Jan-2022,0,0,1,0,0,0,0
EU,917,2022EU917,PRI,Ready,25-Oct-2020,05-Jan-2022,0,0,3,0,0,0,0
EU,921,2022EU921,TIA,Ready,29-Oct-2020,11-Jan-2022,0,0,4,0,0,0,0
EU,926,2022EU926,TBL,Ready,05-Nov-2020,11-Jan-2022,0,0,4,0,0,0,0
EU,938,2022EU938,BKK,Ready,11-Oct-2020,22-Dec-2021,0,0,1,0,0,0,0
EU,943,2022EU943,KEV,Issued,22-Oct-2020,17-Dec-2021,1,0,0,0,0,0,0
EU,946,2022EU946,ATA,Ready,23-Oct-2020,10-Dec-2021,0,0,3,0,0,0,0
EU,948,2022EU948,PRS,Ready,03-Nov-2020,06-Jan-2022,0,0,2,0,0,0,0
EU,949,2022EU949,TBL,Ready,04-Nov-2020,11-Jan-2022,0,0,5,0,0,0,0
EU,953,2022EU953,WRW,Ready,18-Oct-2020,12-Jan-2022,0,0,1,0,0,0,0
EU,963,2022EU963,WRW,Refused,10-Oct-2020,13-Jan-2022,0,0,1,1,0,0,0
EU,964,2022EU964,TIA,Ready,09-Oct-2020,06-Jan-2022,0,0,2,0,0,0,0
EU,974,2022EU974,ATH,Refused,26-Oct-2020,13-Jan-2022,0,0,0,3,0,0,0
EU,975,2022EU975,KEV,Ready,29-Oct-2020,22-Dec-2021,0,0,1,0,0,0,0
EU,977,2022EU977,TIA,Ready,06-Nov-2020,06-Jan-2022,0,0,1,0,0,0,0
EU,978,2022EU978,ATA,Ready,10-Nov-2020,10-Dec-2021,0,0,1,0,0,0,0
EU,982,2022EU982,ATA,Ready,09-Nov-2020,10-Dec-2021,0,0,1,0,0,0,0
EU,986,2022EU986,BKK,Issued,24-Oct-2020,13-Jan-2022,1,0,0,0,0,0,0
EU,989,2022EU989,WRW,Issued,07-Nov-2020,13-Jan-2022,1,0,0,0,0,0,0
EU,994,2022EU994,TIA,Issued,03-Nov-2020,23-Dec-2021,1,0,0,0,0,0,0
EU,1001,2022EU1001,THT,Ready,07-Nov-2020,29-Dec-2021,0,0,2,0,0,0,0
EU,1012,2022EU1012,TBL,Ready,25-Oct-2020,11-Jan-2022,0,0,4,0,0,0,0
EU,1013,2022EU1013,SKO,Ready,09-Nov-2020,06-Jan-2022,0,0,1,0,0,0,0
EU,1016,2022EU1016,KEV,Ready,04-Nov-2020,04-Jan-2022,0,0,2,0,0,0,0
EU,1017,2022EU1017,TIA,Refused,03-Nov-2020,13-Jan-2022,0,0,0,1,0,0,0
EU,1019,2022EU1019,ATA,Ready,08-Oct-2020,23-Nov-2021,0,0,1,0,0,0,0
EU,1027,2022EU1027,TBL,Ready,26-Oct-2020,11-Jan-2022,0,0,1,0,0,0,0
EU,1039,2022EU1039,SKO,Ready,06-Nov-2020,06-Jan-2022,0,0,1,0,0,0,0
EU,1044,2022EU1044,PRS,Ready,28-Oct-2020,12-Jan-2022,0,0,2,0,0,0,0
EU,1045,2022EU1045,PRI,Ready,08-Nov-2020,05-Jan-2022,0,0,8,0,0,0,0
EU,1063,2022EU1063,TBL,Ready,22-Oct-2020,11-Jan-2022,0,0,3,0,0,0,0
EU,1083,2022EU1083,CHS,Ready,28-Oct-2020,12-Jan-2022,0,0,3,0,0,0,0
EU,1087,2022EU1087,WRW,Issued,10-Nov-2020,10-Jan-2022,2,0,0,0,0,0,0
EU,1090,2022EU1090,KEV,Issued,07-Oct-2020,12-Jan-2022,3,0,0,0,0,0,0
EU,1103,2022EU1103,TIA,Ready,08-Oct-2020,06-Jan-2022,0,0,3,0,0,0,0
EU,1117,2022EU1117,TBL,Ready,18-Oct-2020,11-Jan-2022,0,0,1,0,0,0,0
EU,1123,2022EU1123,ATA,Ready,15-Oct-2020,10-Dec-2021,0,0,1,0,0,0,0
EU,1146,2022EU1146,WRW,Ready,09-Nov-2020,13-Jan-2022,0,0,2,0,0,0,0
EU,1151,2022EU1151,SEO,Refused,14-Oct-2020,11-Jan-2022,0,0,0,1,0,0,0
EU,1154,2022EU1154,NPL,Issued,05-Nov-2020,05-Jan-2022,1,0,0,0,0,0,0
EU,1155,2022EU1155,PRS,Ready,26-Oct-2020,12-Jan-2022,0,0,2,0,0,0,0
EU,1157,2022EU1157,FRN,Ready,28-Oct-2020,10-Jan-2022,0,0,1,0,0,0,0
EU,1168,2022EU1168,NPL,Ready,04-Nov-2020,07-Jan-2022,0,0,7,0,0,0,0
EU,1173,2022EU1173,KEV,Ready,09-Oct-2020,28-Dec-2021,0,0,1,0,0,0,0
EU,1185,2022EU1185,KEV,Refused,08-Nov-2020,21-Dec-2021,0,0,0,3,0,0,0
EU,1191,2022EU1191,TIA,Ready,04-Nov-2020,11-Jan-2022,0,0,2,0,0,0,0
EU,1196,2022EU1196,AKD,Ready,04-Nov-2020,23-Dec-2021,0,0,4,0,0,0,0
EU,1200,2022EU1200,WRW,Ready,25-Oct-2020,07-Dec-2021,0,0,1,0,0,0,0
EU,1205,2022EU1205,AKD,Ready,08-Nov-2020,21-Dec-2021,0,0,3,0,0,0,0
EU,1209,2022EU1209,SKO,Ready,13-Oct-2020,06-Jan-2022,0,0,1,0,0,0,0
EU,1220,2022EU1220,SKO,Ready,17-Oct-2020,04-Jan-2022,0,0,2,0,0,0,0
EU,1222,2022EU1222,BKK,Ready,01-Nov-2020,05-Jan-2022,0,0,4,0,0,0,0
EU,1229,2022EU1229,NPL,Ready,04-Nov-2020,07-Jan-2022,0,0,1,0,0,0,0
EU,1232,2022EU1232,TIA,Ready,06-Nov-2020,06-Jan-2022,0,0,2,0,0,0,0
EU,1253,2022EU1253,CHS,Ready,05-Nov-2020,13-Jan-2022,0,0,4,0,0,0,0
EU,1256,2022EU1256,,In Transit,,,0,0,0,0,1,0,0
EU,1257,2022EU1257,NPL,Ready,26-Oct-2020,07-Jan-2022,0,0,2,0,0,0,0
EU,1261,2022EU1261,KEV,Issued,08-Nov-2020,20-Dec-2021,2,0,0,0,0,0,0
EU,1262,2022EU1262,ATA,Ready,31-Oct-2020,10-Dec-2021,0,0,4,0,0,0,0
EU,1286,2022EU1286,BEN,Ready,04-Nov-2020,04-Jan-2022,0,0,3,0,0,0,0
EU,1307,2022EU1307,BNK,Ready,09-Nov-2020,11-Jan-2022,0,0,4,0,0,0,0
EU,1312,2022EU1312,TIA,Issued,06-Nov-2020,06-Jan-2022,1,0,0,0,0,0,0
EU,1325,2022EU1325,ATA,Ready,08-Nov-2020,28-Dec-2021,0,0,4,0,0,0,0
EU,1331,2022EU1331,AKD,Ready,01-Nov-2020,11-Jan-2022,0,0,3,0,0,0,0
EU,1344,2022EU1344,ATA,Ready,22-Oct-2020,10-Dec-2021,0,0,1,0,0,0,0
EU,1348,2022EU1348,CHS,Ready,09-Nov-2020,13-Jan-2022,0,0,2,0,0,0,0
EU,1369,2022EU1369,TBL,Ready,26-Oct-2020,11-Jan-2022,0,0,5,0,0,0,0
EU,1373,2022EU1373,PRI,Ready,09-Nov-2020,05-Jan-2022,0,0,2,0,0,0,0
EU,1375,2022EU1375,TIA,Ready,07-Nov-2020,07-Jan-2022,0,0,4,0,0,0,0
EU,1377,2022EU1377,SOF,Ready,08-Nov-2020,22-Dec-2021,0,0,3,0,0,0,0
EU,1400,2022EU1400,TIA,Ready,30-Oct-2020,06-Jan-2022,0,0,1,0,0,0,0
EU,1409,2022EU1409,BCH,Ready,31-Oct-2020,12-Jan-2022,0,0,1,0,0,0,0
EU,1418,2022EU1418,PRS,Ready,09-Nov-2020,12-Jan-2022,0,0,2,0,0,0,0
EU,1441,2022EU1441,KEV,Issued,10-Nov-2020,17-Dec-2021,1,0,0,0,0,0,0
EU,1451,2022EU1451,PRS,Issued,17-Oct-2020,13-Jan-2022,1,0,0,0,0,0,0
EU,1452,2022EU1452,TBL,Ready,09-Oct-2020,11-Jan-2022,0,0,2,0,0,0,0
EU,1455,2022EU1455,ATA,Ready,07-Nov-2020,10-Dec-2021,0,0,1,0,0,0,0
EU,1458,2022EU1458,CHS,Ready,08-Nov-2020,06-Jan-2022,0,0,4,0,0,0,0
EU,1462,2022EU1462,TIA,Ready,08-Oct-2020,06-Jan-2022,0,0,2,0,0,0,0
EU,1466,2022EU1466,GUZ,Ready,01-Nov-2020,13-Jan-2022,0,0,1,0,0,0,0
EU,1471,2022EU1471,THT,Ready,09-Oct-2020,29-Dec-2021,0,0,1,0,0,0,0
EU,1472,2022EU1472,WRW,Ready,27-Oct-2020,30-Dec-2021,0,0,4,0,0,0,0
EU,1479,2022EU1479,TBL,Ready,15-Oct-2020,11-Jan-2022,0,0,1,0,0,0,0
EU,1495,2022EU1495,JRS,Issued,14-Oct-2020,13-Jan-2022,3,0,0,0,0,0,0
EU,1525,2022EU1525,PRS,Ready,02-Nov-2020,12-Jan-2022,0,0,1,0,0,0,0
EU,1528,2022EU1528,BCH,Issued,18-Oct-2020,13-Dec-2021,2,0,0,0,0,0,0
EU,1529,2022EU1529,ATA,Ready,30-Oct-2020,10-Dec-2021,0,0,1,0,0,0,0
EU,1547,2022EU1547,PRI,Issued,26-Oct-2020,12-Jan-2022,1,0,0,0,0,0,0
EU,1562,2022EU1562,CHS,Ready,22-Oct-2020,13-Jan-2022,0,0,2,0,0,0,0
EU,1567,2022EU1567,AKD,Ready,05-Nov-2020,27-Dec-2021,0,0,1,0,0,0,0
EU,1585,2022EU1585,TIA,Ready,18-Oct-2020,06-Jan-2022,0,0,1,0,0,0,0
EU,1588,2022EU1588,LND,Ready,25-Oct-2020,21-Dec-2021,0,0,1,0,0,0,0
EU,1596,2022EU1596,ATA,Ready,28-Oct-2020,10-Dec-2021,0,0,1,0,0,0,0
EU,1599,2022EU1599,THT,Ready,04-Nov-2020,29-Dec-2021,0,0,5,0,0,0,0
EU,1601,2022EU1601,CHS,Ready,08-Nov-2020,13-Jan-2022,0,0,2,0,0,0,0
EU,1611,2022EU1611,THT,Ready,08-Nov-2020,29-Dec-2021,0,0,3,0,0,0,0
EU,1612,2022EU1612,CHS,Ready,01-Nov-2020,11-Jan-2022,0,0,2,0,0,0,0
EU,1617,2022EU1617,CHS,Ready,07-Nov-2020,13-Jan-2022,0,0,1,0,0,0,0
EU,1637,2022EU1637,BEN,Ready,10-Oct-2020,04-Jan-2022,0,0,3,0,0,0,0
EU,1640,2022EU1640,CHS,Ready,18-Oct-2020,13-Jan-2022,0,0,2,0,0,0,0
EU,1648,2022EU1648,TIA,Ready,21-Oct-2020,06-Jan-2022,0,0,1,0,0,0,0
EU,1653,2022EU1653,TIA,Ready,14-Oct-2020,06-Jan-2022,0,0,2,0,0,0,0
EU,1661,2022EU1661,WRW,Ready,03-Nov-2020,30-Dec-2021,0,0,4,0,0,0,0
EU,1664,2022EU1664,TIA,Ready,09-Oct-2020,07-Jan-2022,0,0,4,0,0,0,0
EU,1672,2022EU1672,RGA,Issued,18-Oct-2020,04-Jan-2022,1,0,0,0,0,0,0
EU,1683,2022EU1683,TIA,Ready,28-Oct-2020,06-Jan-2022,0,0,3,0,0,0,0
EU,1694,2022EU1694,TBL,Ready,29-Oct-2020,11-Jan-2022,0,0,4,0,0,0,0
EU,1695,2022EU1695,THT,Ready,27-Oct-2020,29-Dec-2021,0,0,1,0,0,0,0
EU,1696,2022EU1696,WRW,Ready,15-Oct-2020,30-Dec-2021,0,0,1,0,0,0,0
EU,1714,2022EU1714,THT,Ready,07-Nov-2020,29-Dec-2021,0,0,3,0,0,0,0
EU,1720,2022EU1720,SKO,Ready,18-Oct-2020,06-Jan-2022,0,0,4,0,0,0,0
EU,1726,2022EU1726,BCH,Ready,18-Oct-2020,12-Jan-2022,0,0,3,0,0,0,0
EU,1729,2022EU1729,SKO,Ready,08-Nov-2020,06-Jan-2022,0,0,5,0,0,0,0
EU,1744,2022EU1744,TBL,Ready,03-Nov-2020,11-Jan-2022,0,0,4,0,0,0,0
EU,1759,2022EU1759,PRS,Ready,03-Nov-2020,12-Jan-2022,0,0,1,0,0,0,0
EU,1761,2022EU1761,ATA,Ready,05-Nov-2020,22-Dec-2021,0,0,1,0,0,0,0
EU,1764,2022EU1764,ATA,Ready,06-Nov-2020,10-Dec-2021,0,0,4,0,0,0,0
EU,1779,2022EU1779,FRN,Ready,13-Oct-2020,06-Jan-2022,0,0,3,0,0,0,0
EU,1782,2022EU1782,NPL,Ready,09-Nov-2020,07-Jan-2022,0,0,2,0,0,0,0
EU,1787,2022EU1787,WRW,Issued,07-Oct-2020,14-Dec-2021,2,0,0,0,0,0,0
EU,1806,2022EU1806,BTS,Ready,22-Oct-2020,05-Jan-2022,0,0,1,0,0,0,0
EU,1808,2022EU1808,TIA,Ready,10-Oct-2020,06-Jan-2022,0,0,1,0,0,0,0
